"","CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
"350",350,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,1,105,205,NA,39,1,23,11,642,1,14,12,33,93,2166,45,15,2,816,NA,0.001,0,0,0.025,0.048,NA,0.009,0,0.005,0.003,0.152,0,0.003,0.003,0.008,0.022,0.512,0.011,0.004,0,0.193,NA
"351",351,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,39,72,544,NA,17,1,6,16,687,1,113,1,18,3,1785,5,12,3,477,1,0.001,0.001,0.01,0.019,0.143,NA,0.004,0,0.002,0.004,0.181,0,0.03,0,0.005,0.001,0.469,0.001,0.003,0.001,0.125,0
"352",352,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,33,NA,9,122,NA,40,5,15,3,81,35,47,2,2,2,1001,2,9,3,340,NA,NA,0.019,NA,0.005,0.07,NA,0.023,0.003,0.009,0.002,0.046,0.02,0.027,0.001,0.001,0.001,0.572,0.001,0.005,0.002,0.194,NA
"353",353,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,3,85,58,NA,57,2,3,7,48,5,7,11,112,33,985,66,28,5,140,NA,0.001,NA,0.002,0.051,0.035,NA,0.034,0.001,0.002,0.004,0.029,0.003,0.004,0.007,0.068,0.02,0.594,0.04,0.017,0.003,0.084,NA
"354",354,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,5,133,19,80,524,NA,275,21,12,4,119,30,390,NA,24,1,1941,24,41,4,505,NA,0.001,0.032,0.005,0.019,0.126,NA,0.066,0.005,0.003,0.001,0.029,0.007,0.094,NA,0.006,0,0.467,0.006,0.01,0.001,0.122,NA
"355",355,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,1,93,9,NA,216,NA,11,5,801,1,18,3,7,15,3104,5,36,16,88,NA,0,NA,0,0.021,0.002,NA,0.049,NA,0.002,0.001,0.181,0,0.004,0.001,0.002,0.003,0.701,0.001,0.008,0.004,0.02,NA
"356",356,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,NA,1,65,1253,NA,8,18,NA,NA,14,1,37,NA,8,NA,1248,NA,76,NA,226,NA,0,NA,0,0.022,0.424,NA,0.003,0.006,NA,NA,0.005,0,0.013,NA,0.003,NA,0.422,NA,0.026,NA,0.076,NA
"357",357,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,367,9,5,40,NA,4,NA,1,14,32,NA,221,NA,72,NA,522,2,3,NA,88,NA,0.001,0.266,0.007,0.004,0.029,NA,0.003,NA,0.001,0.01,0.023,NA,0.16,NA,0.052,NA,0.378,0.001,0.002,NA,0.064,NA
"358",358,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2,4,2,2,10,NA,22,1,1,10,22,NA,4,NA,3,NA,834,5,NA,1,133,NA,0.002,0.004,0.002,0.002,0.009,NA,0.021,0.001,0.001,0.009,0.021,NA,0.004,NA,0.003,NA,0.79,0.005,NA,0.001,0.126,NA
"359",359,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,9,NA,2,40,1051,NA,5,NA,2,23,118,NA,11,9,11,2,983,39,5,17,223,NA,0.004,NA,0.001,0.016,0.412,NA,0.002,NA,0.001,0.009,0.046,NA,0.004,0.004,0.004,0.001,0.385,0.015,0.002,0.007,0.087,NA
"360",360,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,5,NA,NA,152,124,NA,2,NA,6,5,594,NA,7,13,1,9,489,11,7,3,128,NA,0.003,NA,NA,0.098,0.08,NA,0.001,NA,0.004,0.003,0.382,NA,0.004,0.008,0.001,0.006,0.314,0.007,0.004,0.002,0.082,NA
"361",361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,1,45,279,1,65,1,1,17,598,2,21,14,2,13,2257,24,29,4,412,NA,0,0.005,0,0.012,0.073,0,0.017,0,0,0.004,0.157,0.001,0.006,0.004,0.001,0.003,0.593,0.006,0.008,0.001,0.108,NA
"362",362,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,3,NA,8,102,11,NA,1,NA,NA,4,270,NA,NA,1,3,5,964,42,10,3,36,NA,0.002,NA,0.005,0.07,0.008,NA,0.001,NA,NA,0.003,0.185,NA,NA,0.001,0.002,0.003,0.659,0.029,0.007,0.002,0.025,NA
"363",363,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,67,NA,4,248,NA,2,10,NA,NA,3,NA,11,NA,2,NA,457,16,1,NA,140,NA,0.001,0.07,NA,0.004,0.258,NA,0.002,0.01,NA,NA,0.003,NA,0.011,NA,0.002,NA,0.475,0.017,0.001,NA,0.146,NA
"364",364,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,14,8,26,209,1339,NA,195,1,2,15,145,24,204,3,4,NA,1454,9,5,NA,219,NA,0.004,0.002,0.007,0.054,0.345,NA,0.05,0,0.001,0.004,0.037,0.006,0.053,0.001,0.001,NA,0.375,0.002,0.001,NA,0.057,NA
"365",365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,5,39,1037,1,16,3,10,9,915,1,62,5,14,23,1442,6,10,10,301,NA,0.001,0.001,0.001,0.01,0.265,0,0.004,0.001,0.003,0.002,0.234,0,0.016,0.001,0.004,0.006,0.368,0.002,0.003,0.003,0.077,NA
"366",366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,8,14,33,254,6,6,4,1,10,459,3,115,1,34,3,1423,14,12,NA,105,NA,0.004,0.003,0.006,0.013,0.101,0.002,0.002,0.002,0,0.004,0.183,0.001,0.046,0,0.014,0.001,0.566,0.006,0.005,NA,0.042,NA
"367",367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,5,1,21,184,1,64,2,8,6,780,4,113,13,5,6,1358,16,29,10,155,NA,0.001,0.002,0,0.008,0.066,0,0.023,0.001,0.003,0.002,0.28,0.001,0.041,0.005,0.002,0.002,0.488,0.006,0.01,0.004,0.056,NA
"368",368,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,9,1,3,513,1820,NA,41,3,35,33,122,5,81,20,22,NA,1949,127,37,5,336,NA,0.002,0,0.001,0.099,0.353,NA,0.008,0.001,0.007,0.006,0.024,0.001,0.016,0.004,0.004,NA,0.378,0.025,0.007,0.001,0.065,NA
"369",369,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,NA,1,30,48,NA,6,NA,3,11,23,NA,3,10,3,1,714,3,20,8,46,NA,0.003,NA,0.001,0.032,0.051,NA,0.006,NA,0.003,0.012,0.025,NA,0.003,0.011,0.003,0.001,0.765,0.003,0.021,0.009,0.049,NA
"370",370,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,NA,NA,4,529,47,NA,2,6,7,6,39,NA,4,1,NA,NA,812,3,15,1,88,1,NA,NA,0.003,0.338,0.03,NA,0.001,0.004,0.004,0.004,0.025,NA,0.003,0.001,NA,NA,0.519,0.002,0.01,0.001,0.056,0.001
"371",371,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,3,35,50,116,NA,22,NA,1,27,246,NA,64,21,98,7,944,7,24,3,195,NA,0.001,0.002,0.019,0.027,0.062,NA,0.012,NA,0.001,0.014,0.132,NA,0.034,0.011,0.053,0.004,0.506,0.004,0.013,0.002,0.105,NA
"372",372,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,2,1,NA,17,459,NA,8,1,7,NA,37,NA,18,7,2,NA,691,3,5,1,59,NA,0.002,0.001,NA,0.013,0.348,NA,0.006,0.001,0.005,NA,0.028,NA,0.014,0.005,0.002,NA,0.524,0.002,0.004,0.001,0.045,NA
"373",373,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,NA,34,2,8,81,NA,3,NA,5,NA,262,NA,19,NA,1,21,563,NA,4,5,116,NA,NA,0.03,0.002,0.007,0.072,NA,0.003,NA,0.004,NA,0.233,NA,0.017,NA,0.001,0.019,0.501,NA,0.004,0.004,0.103,NA
"374",374,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,2,58,546,2,11,NA,3,30,3003,NA,19,6,54,13,3593,133,3,14,920,NA,NA,NA,0,0.007,0.065,0,0.001,NA,0,0.004,0.357,NA,0.002,0.001,0.006,0.002,0.427,0.016,0,0.002,0.109,NA
"375",375,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,8,2,NA,3,175,1,7,NA,2,2,66,NA,14,1,NA,3,1785,10,3,NA,1127,NA,0.002,0.001,NA,0.001,0.055,0,0.002,NA,0.001,0.001,0.021,NA,0.004,0,NA,0.001,0.556,0.003,0.001,NA,0.351,NA
"376",376,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,NA,8,125,505,NA,34,2,12,3,181,1,36,4,58,2,1067,22,14,1,242,NA,0.004,NA,0.003,0.054,0.217,NA,0.015,0.001,0.005,0.001,0.078,0,0.015,0.002,0.025,0.001,0.459,0.009,0.006,0,0.104,NA
"377",377,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,7,17,83,29,60,1,7,8,2,30,113,NA,32,9,100,3,1091,19,1,27,119,NA,0.004,0.01,0.047,0.016,0.034,0.001,0.004,0.005,0.001,0.017,0.064,NA,0.018,0.005,0.057,0.002,0.621,0.011,0.001,0.015,0.068,NA
"378",378,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,42,7,8,1216,4359,NA,211,1,82,27,716,5,37,47,2,17,2974,29,41,13,357,NA,0.004,0.001,0.001,0.119,0.428,NA,0.021,0,0.008,0.003,0.07,0,0.004,0.005,0,0.002,0.292,0.003,0.004,0.001,0.035,NA
"379",379,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,NA,1,1,74,150,NA,9,1,2,3,96,NA,3,2,1,NA,1101,6,3,2,294,NA,NA,0.001,0.001,0.042,0.086,NA,0.005,0.001,0.001,0.002,0.055,NA,0.002,0.001,0.001,NA,0.63,0.003,0.002,0.001,0.168,NA
"380",380,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,6,1,31,280,1249,NA,11,20,2,3,48,NA,16,NA,13,1,1726,2,129,NA,190,NA,0.002,0,0.008,0.075,0.335,NA,0.003,0.005,0.001,0.001,0.013,NA,0.004,NA,0.003,0,0.463,0.001,0.035,NA,0.051,NA
"381",381,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,5,8,61,437,NA,45,1,56,71,2118,3,10,5,29,31,2684,7,17,4,339,1,0.008,0.001,0.001,0.01,0.073,NA,0.008,0,0.009,0.012,0.354,0.001,0.002,0.001,0.005,0.005,0.449,0.001,0.003,0.001,0.057,0
"382",382,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,5,NA,37,473,1,33,4,10,7,727,4,115,22,5,7,1647,86,6,3,362,NA,0.001,0.001,NA,0.01,0.133,0,0.009,0.001,0.003,0.002,0.204,0.001,0.032,0.006,0.001,0.002,0.463,0.024,0.002,0.001,0.102,NA
"383",383,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,1,NA,55,101,NA,1,1,4,25,386,NA,18,NA,16,8,1181,7,8,7,209,NA,NA,0,NA,0.027,0.05,NA,0,0,0.002,0.012,0.19,NA,0.009,NA,0.008,0.004,0.582,0.003,0.004,0.003,0.103,NA
"384",384,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,NA,NA,94,508,3,102,5,8,21,659,NA,7,15,4,30,2603,87,17,10,270,NA,0.001,NA,NA,0.021,0.114,0.001,0.023,0.001,0.002,0.005,0.148,NA,0.002,0.003,0.001,0.007,0.585,0.02,0.004,0.002,0.061,NA
"385",385,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,NA,NA,80,306,1,7,2,3,48,709,NA,67,15,8,5,1506,20,51,1,388,NA,0.001,NA,NA,0.025,0.095,0,0.002,0.001,0.001,0.015,0.22,NA,0.021,0.005,0.002,0.002,0.468,0.006,0.016,0,0.12,NA
"386",386,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,8,315,583,NA,34,10,2,10,256,NA,104,2,5,20,1543,27,30,22,198,1,0.001,0,0.003,0.099,0.184,NA,0.011,0.003,0.001,0.003,0.081,NA,0.033,0.001,0.002,0.006,0.486,0.009,0.009,0.007,0.062,0
"387",387,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,5,28,69,1,5,1,4,1,276,NA,100,9,28,NA,895,2,3,NA,500,NA,0.001,0.001,0.003,0.015,0.036,0.001,0.003,0.001,0.002,0.001,0.143,NA,0.052,0.005,0.015,NA,0.464,0.001,0.002,NA,0.259,NA
"388",388,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,4,NA,6,30,111,NA,NA,2,11,3,276,NA,11,17,NA,7,741,3,26,1,155,NA,0.003,NA,0.004,0.021,0.079,NA,NA,0.001,0.008,0.002,0.197,NA,0.008,0.012,NA,0.005,0.528,0.002,0.019,0.001,0.11,NA
"389",389,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,2,1,283,2033,NA,11,3,22,9,104,24,27,22,12,6,1279,49,15,13,208,NA,0.002,0,0,0.069,0.492,NA,0.003,0.001,0.005,0.002,0.025,0.006,0.007,0.005,0.003,0.001,0.31,0.012,0.004,0.003,0.05,NA
"390",390,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,6,2,NA,121,1068,NA,3,1,34,4,161,NA,53,3,3,1,1996,NA,NA,NA,340,NA,0.002,0.001,NA,0.032,0.281,NA,0.001,0,0.009,0.001,0.042,NA,0.014,0.001,0.001,0,0.526,NA,NA,NA,0.09,NA
"391",391,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,2,3,4,723,3,3,NA,3,13,246,1,45,17,201,1,2748,6,12,1,2012,NA,0.002,0,0,0.001,0.119,0,0,NA,0,0.002,0.041,0,0.007,0.003,0.033,0,0.454,0.001,0.002,0,0.332,NA
"392",392,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,7,NA,47,25,278,NA,3,8,2,7,224,NA,4,3,67,NA,1086,8,4,NA,123,3,0.004,NA,0.025,0.013,0.146,NA,0.002,0.004,0.001,0.004,0.118,NA,0.002,0.002,0.035,NA,0.572,0.004,0.002,NA,0.065,0.002
"393",393,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,3,5,57,85,NA,5,NA,3,15,82,NA,37,12,40,NA,558,2,14,1,82,1,0.001,0.003,0.005,0.057,0.085,NA,0.005,NA,0.003,0.015,0.082,NA,0.037,0.012,0.04,NA,0.556,0.002,0.014,0.001,0.082,0.001
"394",394,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,5,2,55,46,570,1,5,15,4,10,237,NA,69,6,9,6,1337,4,70,3,176,NA,0.002,0.001,0.021,0.017,0.217,0,0.002,0.006,0.002,0.004,0.09,NA,0.026,0.002,0.003,0.002,0.508,0.002,0.027,0.001,0.067,NA
"395",395,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,2,28,4,9,211,NA,49,NA,10,2,191,NA,211,4,15,NA,1752,14,15,NA,526,NA,0.001,0.009,0.001,0.003,0.069,NA,0.016,NA,0.003,0.001,0.063,NA,0.069,0.001,0.005,NA,0.576,0.005,0.005,NA,0.173,NA
"396",396,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,24,1,2,85,3364,1,117,41,5,16,1077,NA,47,53,89,19,4151,16,21,10,570,1,0.002,0,0,0.009,0.346,0,0.012,0.004,0.001,0.002,0.111,NA,0.005,0.005,0.009,0.002,0.427,0.002,0.002,0.001,0.059,0
"397",397,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,81,44,5,8,1465,NA,39,NA,15,15,242,NA,99,55,10,6,2539,9,24,14,667,3,0.015,0.008,0.001,0.001,0.274,NA,0.007,NA,0.003,0.003,0.045,NA,0.019,0.01,0.002,0.001,0.475,0.002,0.004,0.003,0.125,0.001
"398",398,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,15,15,NA,8,368,NA,3,NA,NA,1,310,NA,98,NA,7,46,706,NA,1,3,51,NA,0.009,0.009,NA,0.005,0.225,NA,0.002,NA,NA,0.001,0.19,NA,0.06,NA,0.004,0.028,0.433,NA,0.001,0.002,0.031,NA
"399",399,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,22,29,1,47,207,3,15,NA,2,55,1330,NA,129,4,1,28,2781,21,9,9,682,NA,0.004,0.005,0,0.009,0.039,0.001,0.003,NA,0,0.01,0.247,NA,0.024,0.001,0,0.005,0.517,0.004,0.002,0.002,0.127,NA
"400",400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,665,2,91,228,1,16,4,3,21,303,3,56,41,14,2,2026,13,35,9,1052,NA,0.001,0.145,0,0.02,0.05,0,0.003,0.001,0.001,0.005,0.066,0.001,0.012,0.009,0.003,0,0.441,0.003,0.008,0.002,0.229,NA
"401",401,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,6,113,1,264,486,NA,10,1,13,3,1873,NA,31,2,3,1,1535,4,NA,2,632,NA,0.001,0.023,0,0.053,0.098,NA,0.002,0,0.003,0.001,0.376,NA,0.006,0,0.001,0,0.308,0.001,NA,0,0.127,NA
"402",402,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,98,NA,173,454,NA,4,NA,12,11,141,1,58,1,6,20,2961,14,34,13,423,NA,NA,0.022,NA,0.039,0.103,NA,0.001,NA,0.003,0.002,0.032,0,0.013,0,0.001,0.005,0.669,0.003,0.008,0.003,0.096,NA
"403",403,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,10,8,904,927,NA,613,5,30,15,1082,5,150,8,11,3,2681,205,131,6,909,NA,0.001,0.001,0.001,0.117,0.12,NA,0.08,0.001,0.004,0.002,0.14,0.001,0.019,0.001,0.001,0,0.348,0.027,0.017,0.001,0.118,NA
"404",404,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,8,18,10,12,260,50,6,NA,NA,2,102,NA,315,NA,10,1,1785,37,4,3,1017,NA,0.002,0.005,0.003,0.003,0.071,0.014,0.002,NA,NA,0.001,0.028,NA,0.087,NA,0.003,0,0.49,0.01,0.001,0.001,0.279,NA
"405",405,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15,2,1,90,2000,NA,7,3,16,6,83,3,198,2,6,1,2127,1,25,9,491,NA,0.003,0,0,0.018,0.393,NA,0.001,0.001,0.003,0.001,0.016,0.001,0.039,0,0.001,0,0.418,0,0.005,0.002,0.097,NA
"406",406,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,3,146,300,4,9,4,109,29,170,NA,207,5,16,1,1401,37,26,37,875,NA,0.001,0,0.001,0.043,0.089,0.001,0.003,0.001,0.032,0.009,0.05,NA,0.061,0.001,0.005,0,0.414,0.011,0.008,0.011,0.259,NA
"407",407,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,5,305,26,17,69,NA,27,4,5,6,33,1,20,4,18,NA,1043,11,52,3,136,NA,0.003,0.171,0.015,0.01,0.039,NA,0.015,0.002,0.003,0.003,0.018,0.001,0.011,0.002,0.01,NA,0.584,0.006,0.029,0.002,0.076,NA
"408",408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,31,14,302,1727,12,72,33,11,113,382,5,243,84,73,13,3439,25,34,39,1019,18,0.001,0.004,0.002,0.039,0.224,0.002,0.009,0.004,0.001,0.015,0.05,0.001,0.032,0.011,0.009,0.002,0.447,0.003,0.004,0.005,0.132,0.002
"409",409,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,3,31,715,644,NA,19,9,49,3,1076,NA,58,17,55,13,2605,4,25,8,465,1,0.001,0.001,0.005,0.123,0.111,NA,0.003,0.002,0.008,0.001,0.185,NA,0.01,0.003,0.009,0.002,0.449,0.001,0.004,0.001,0.08,0
"410",410,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14,30,15,809,1147,NA,17,6,101,17,118,2,538,3,25,NA,3694,7,75,6,746,2,0.002,0.004,0.002,0.11,0.156,NA,0.002,0.001,0.014,0.002,0.016,0,0.073,0,0.003,NA,0.501,0.001,0.01,0.001,0.101,0
"411",411,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,11,1,NA,1304,48,NA,1,NA,3,1,7,NA,33,NA,NA,NA,1137,3,14,NA,46,NA,0.004,0,NA,0.5,0.018,NA,0,NA,0.001,0,0.003,NA,0.013,NA,NA,NA,0.436,0.001,0.005,NA,0.018,NA
"412",412,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,NA,10,207,31,NA,23,1,2,5,46,NA,3,12,NA,NA,540,4,13,NA,13,NA,0.001,NA,0.011,0.227,0.034,NA,0.025,0.001,0.002,0.005,0.05,NA,0.003,0.013,NA,NA,0.593,0.004,0.014,NA,0.014,NA
"413",413,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,NA,NA,1,3,36,NA,6,NA,NA,4,66,NA,2,NA,2,161,293,1,3,NA,9,NA,NA,NA,0.002,0.005,0.061,NA,0.01,NA,NA,0.007,0.112,NA,0.003,NA,0.003,0.274,0.499,0.002,0.005,NA,0.015,NA
"414",414,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,151,139,NA,6,1,1,4,438,2,2,2,1,10,1047,8,11,4,161,1,0.001,NA,NA,0.076,0.07,NA,0.003,0.001,0.001,0.002,0.22,0.001,0.001,0.001,0.001,0.005,0.526,0.004,0.006,0.002,0.081,0.001
"415",415,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,47,NA,247,688,NA,127,1,8,2,174,15,76,1475,NA,5,2964,28,8,1,646,NA,0,0.007,NA,0.038,0.106,NA,0.019,0,0.001,0,0.027,0.002,0.012,0.226,NA,0.001,0.455,0.004,0.001,0,0.099,NA
"416",416,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4,3,5,24,550,NA,20,2,1,1,7,NA,9,1,19,1,925,1,29,2,103,NA,0.002,0.002,0.003,0.014,0.322,NA,0.012,0.001,0.001,0.001,0.004,NA,0.005,0.001,0.011,0.001,0.542,0.001,0.017,0.001,0.06,NA
"417",417,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,4,5,NA,13,46,NA,1,NA,4,4,987,NA,6,NA,NA,3,773,10,7,NA,94,NA,0.002,0.003,NA,0.007,0.024,NA,0.001,NA,0.002,0.002,0.504,NA,0.003,NA,NA,0.002,0.395,0.005,0.004,NA,0.048,NA
"418",418,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,4,13,31,1413,NA,14,6,3,8,79,NA,110,5,12,2,1177,5,26,4,381,NA,0.001,0.001,0.004,0.009,0.429,NA,0.004,0.002,0.001,0.002,0.024,NA,0.033,0.002,0.004,0.001,0.357,0.002,0.008,0.001,0.116,NA
"419",419,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,9,507,103,NA,7,11,5,9,499,2,12,1,25,43,2217,43,22,2,150,NA,NA,NA,0.002,0.138,0.028,NA,0.002,0.003,0.001,0.002,0.136,0.001,0.003,0,0.007,0.012,0.605,0.012,0.006,0.001,0.041,NA
"420",420,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,5,154,NA,17,291,NA,6,NA,5,2,362,NA,63,NA,NA,4,771,5,NA,NA,136,1,0.003,0.085,NA,0.009,0.16,NA,0.003,NA,0.003,0.001,0.199,NA,0.035,NA,NA,0.002,0.423,0.003,NA,NA,0.075,0.001
"421",421,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,NA,7,101,1092,NA,5,NA,1,NA,3,NA,2,1,15,NA,1415,NA,5,NA,16,NA,0,NA,0.003,0.038,0.41,NA,0.002,NA,0,NA,0.001,NA,0.001,0,0.006,NA,0.531,NA,0.002,NA,0.006,NA
"422",422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,315,4,66,278,319,6,173,4,76,53,250,18,43,21,215,6,2073,15,21,9,305,1,0.074,0.001,0.015,0.065,0.075,0.001,0.041,0.001,0.018,0.012,0.059,0.004,0.01,0.005,0.05,0.001,0.485,0.004,0.005,0.002,0.071,0
"423",423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18,11,92,237,1205,2,44,6,154,44,553,5,375,19,66,14,4745,14,72,36,1581,NA,0.002,0.001,0.01,0.026,0.13,0,0.005,0.001,0.017,0.005,0.06,0.001,0.04,0.002,0.007,0.002,0.511,0.002,0.008,0.004,0.17,NA
"424",424,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,72,8,34,1130,NA,124,NA,5,12,405,2,25,11,23,1,1631,5,13,11,304,NA,0.002,0.019,0.002,0.009,0.295,NA,0.032,NA,0.001,0.003,0.106,0.001,0.007,0.003,0.006,0,0.426,0.001,0.003,0.003,0.079,NA
